source_family,conference,year,committee_type,source_url,final_url,status,local_html_path,rows_found
HotCRP reviewer page,PLDI,2018,,https://pldi18.hotcrp.com/users/pc,https://pldi18.hotcrp.com/users/pc,fetched,step_1_data/raw/pldi/hotcrp_htmls/pldi2018_hotcrp_2026-06-09.html,112
HotCRP reviewer page,PLDI,2019,,https://pldi19.hotcrp.com/users/pc,https://pldi2019.hotcrp.com/users/pc,fetched,step_1_data/raw/pldi/hotcrp_htmls/pldi2019_hotcrp_2026-06-09.html,111
HotCRP reviewer page,PLDI,2020,,https://pldi20.hotcrp.com/users/pc,https://pldi2020.hotcrp.com/users/pc,fetched,step_1_data/raw/pldi/hotcrp_htmls/pldi2020_hotcrp_2026-06-09.html,115
HotCRP reviewer page,PLDI,2021,,https://pldi21.hotcrp.com/users/pc,https://pldi21.hotcrp.com/users/pc,fetched,step_1_data/raw/pldi/hotcrp_htmls/pldi2021_hotcrp_2026-06-09.html,127
HotCRP reviewer page,PLDI,2022,,https://pldi22.hotcrp.com/users/pc,https://pldi2022.hotcrp.com/users/pc,fetched,step_1_data/raw/pldi/hotcrp_htmls/pldi2022_hotcrp_2026-06-09.html,120
HotCRP reviewer page,PLDI,2023,,https://pldi23.hotcrp.com/users/pc,https://pldi2023.hotcrp.com/users/pc,fetched,step_1_data/raw/pldi/hotcrp_htmls/pldi2023_hotcrp_2026-06-09.html,114
HotCRP reviewer page,PLDI,2024,,https://pldi24.hotcrp.com/users/pc,https://pldi2024.hotcrp.com/users/pc,fetched,step_1_data/raw/pldi/hotcrp_htmls/pldi2024_hotcrp_2026-06-09.html,139
HotCRP reviewer page,PLDI,2025,,https://pldi25.hotcrp.com/users/pc,https://pldi25.hotcrp.com/users/pc,fetched,step_1_data/raw/pldi/hotcrp_htmls/pldi2025_hotcrp_2026-06-09.html,137
HotCRP reviewer page,POPL,2017,,https://popl17.hotcrp.com/users/pc,https://popl17.hotcrp.com/users/pc,fetched,step_1_data/raw/popl/hotcrp_htmls/popl2017_hotcrp_2026-06-09.html,90
HotCRP reviewer page,POPL,2018,,https://popl18.hotcrp.com/users/pc,https://popl18.hotcrp.com/users/pc,fetched,step_1_data/raw/popl/hotcrp_htmls/popl2018_hotcrp_2026-06-09.html,52
HotCRP reviewer page,POPL,2019,,https://popl19.hotcrp.com/users/pc,https://popl19.hotcrp.com/users/pc,fetched,step_1_data/raw/popl/hotcrp_htmls/popl2019_hotcrp_2026-06-09.html,52
HotCRP reviewer page,POPL,2020,,https://popl20.hotcrp.com/users/pc,https://popl20.hotcrp.com/users/pc,fetched,step_1_data/raw/popl/hotcrp_htmls/popl2020_hotcrp_2026-06-09.html,53
HotCRP reviewer page,POPL,2021,,https://popl21.hotcrp.com/users/pc,https://popl21.hotcrp.com/users/pc,fetched,step_1_data/raw/popl/hotcrp_htmls/popl2021_hotcrp_2026-06-09.html,53
HotCRP reviewer page,POPL,2022,,https://popl22.hotcrp.com/users/pc,https://popl22.hotcrp.com/users/pc,fetched,step_1_data/raw/popl/hotcrp_htmls/popl2022_hotcrp_2026-06-09.html,56
HotCRP reviewer page,POPL,2023,,https://popl23.hotcrp.com/users/pc,https://popl23.hotcrp.com/users/pc,fetched,step_1_data/raw/popl/hotcrp_htmls/popl2023_hotcrp_2026-06-09.html,84
HotCRP reviewer page,POPL,2024,,https://popl24.hotcrp.com/users/pc,https://popl24.hotcrp.com/users/pc,fetched,step_1_data/raw/popl/hotcrp_htmls/popl2024_hotcrp_2026-06-09.html,91
