researcher_id,name,mapped_name_for_matching,openalex_name,openalex_id,orcid_from_openalex,orcid_from_orcid_org,match_method,match_confidence,orcid_org_comparison,ideal_openalex_case,first_pc_year_any,first_observed_pc_year,n_pc_service_cells,n_conferences_served,use_for_orcid_sensitivity,use_for_ideal_sensitivity
moolysagiv,Mooly Sagiv,Mooly Sagiv,Mooly Sagiv,A5002512849,,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,,2017,0,0,False,False
mukundraghotaman,Mukund Raghothaman,Mukund Raghothaman,Mukund Raghothaman,A5024988696,0000-0003-2879-0932,0000-0003-2879-0932,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2020.0,2020,5,2,True,False
muralikrishnaramanathan,Murali Krishna Ramanathan,Murali Krishna Ramanathan,Murali Krishna Ramanathan,A5107242862,0000-0002-6568-017X,0000-0002-6568-017X,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2024.0,2024,1,1,True,True
nameng,Na Meng,Na Meng,Na Meng,A5070152860,0000-0002-0230-5524,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2021.0,2021,2,1,False,True
nadaamin,Nada Amin,Nada Amin,Nada Amin,A5054275386,0000-0002-0830-7248,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2018.0,2018,6,4,False,True
nadiapolikarpova,Nadia Polikarpova,Nadia Polikarpova,Nadia Polikarpova,A5090671359,0000-0001-5571-173X,0000-0001-5571-173X,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2018.0,2018,12,6,True,True
natefoster,Nate Foster,Nate Foster,Nate Foster,A5013378091,0000-0002-6557-684X,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2019.0,2019,6,4,False,False
nathanchong,Nathan Chong,Nathan Chong,Nathan Chong,A5073793617,0000-0001-7843-9556,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2021.0,2021,1,1,False,False
neelakantankrishnaswami,Neel Krishnaswami,Neel Krishnaswami,Neel Krishnaswami,A5085047206,0000-0003-2838-5865,0000-0003-2838-5865,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2018.0,2018,10,5,True,True
nevillegrech,Neville Grech,Neville Grech,Neville Grech,A5068595267,0000-0002-6790-2872,0000-0002-6790-2872,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2022.0,2022,5,4,True,False
niccoloveltri,Niccolò Veltri,Niccolò Veltri,Niccolò Veltrì,A5012979981,0000-0002-7230-3436,0000-0002-7230-3436,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2022.0,2022,1,1,True,True
nickbenton1,Nick Benton,Nick Benton,Nick Benton,A5023252122,,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2024.0,2024,2,2,False,False
nickgiannarakis,Nick Giannarakis,Nick Giannarakis,Nick Giannarakis,A5055675515,,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2022.0,2022,1,1,False,False
nicolastabareau,Nicolas Tabareau,Nicolas Tabareau,Nicolas Tabareau,A5033499088,0000-0003-3366-2273,0000-0003-3366-2273,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2019.0,2019,2,1,True,False
nicolaswu,Nicolas Wu,Nicolas Wu,Nicolas Wu,A5072641397,0000-0002-4161-985X,0000-0002-4161-985X,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2017.0,2017,3,2,True,False
nikivazou,Niki Vazou,Niki Vazou,Niki Vazou,A5078144924,0000-0003-0732-5476,0000-0003-0732-5476,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2018.0,2018,8,5,True,False
nikitakoval,Nikita Koval,Nikita Koval,Nikita Koval,A5047006729,0000-0002-1260-4616,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2025.0,2025,2,2,False,True
nikostzevelekos,Nikos Tzevelekos,Nikos Tzevelekos,Nikos Tzevelekos,A5041266426,0000-0001-8509-8059,0000-0001-8509-8059,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2024.0,2024,1,1,True,True
nilsandersdanielsson,Nils Anders Danielsson,Nils Anders Danielsson,Nils Anders Danielsson,A5016464590,0000-0001-8688-0333,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2019.0,2019,2,2,False,False
ninanarodytska,Nina Narodytska,Nina Narodytska,Nina Narodytska,A5034897040,0000-0002-5181-4560,0000-0002-5181-4560,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2018.0,2018,1,1,True,True
ningluo1,Ning Luo,Ning Luo,Ning Luo,A5061101152,0000-0003-4772-0382,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2025.0,2025,2,2,False,True
ningningxie,Ningning Xie,Ningning Xie,Ningning Xie,A5008249278,0000-0002-5961-1493,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2022.0,2022,5,3,False,False
noamrinetzky,Noam Rinetzky,Noam Rinetzky,Noam Rinetzky,A5082349206,0000-0002-7750-4085,0000-0002-7750-4085,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2020.0,2020,5,4,True,True
noamzeilberger,Noam Zeilberger,Noam Zeilberger,Noam Zeilberger,A5008964203,0000-0002-5945-4184,0000-0002-5945-4184,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2019.0,2019,1,1,True,True
nobukoyoshida,Nobuko Yoshida,Nobuko Yoshida,Nobuko Yoshida,A5054171989,0000-0002-3925-8557,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2019.0,2017,7,6,False,False
normandanner,Norman Danner,Norman Danner,Norman Danner,A5056512208,0000-0003-1119-4982,0000-0003-1119-4982,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2022.0,2022,1,1,True,False
nunoplopes,Nuno P. Lopes,Nuno P. Lopes,Nuno P. Lopes,A5088560717,0000-0002-3160-1672,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2019.0,2019,3,1,False,True
odedpadon,Oded Padon,Oded Padon,Oded Padon,A5064997169,0009-0006-4209-1635,0009-0006-4209-1635,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2021.0,2021,8,4,True,False
ohadkammar,Ohad Kammar,Ohad Kammar,OHAD KAMMAR,A5058873268,0000-0002-2071-0929,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2020.0,2020,3,2,False,False
oliverbracevac,Oliver Bračevac,Oliver Bračevac,Oliver Bračevac,A5019063975,0000-0003-3569-4869,0000-0003-3569-4869,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2023.0,2023,2,2,True,True
ondrejlhotak,Ondřej Lhoták,Ondřej Lhoták,Ondřej Lhoták,A5039616179,,0000-0001-9066-1889,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2019.0,2019,1,1,True,False
onurmutlu1,Onur Mutlu,Onur Mutlu,Onur Mutlu,A5050695684,0000-0002-0075-2312,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2017.0,2017,1,1,False,True
orilahav,Ori Lahav,Ori Lahav,Ori Lahav,A5102734862,0000-0003-4305-6998,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2019.0,2019,5,4,False,False
orneladardha,Ornela Dardha,Ornela Dardha,Ornela Dardha,A5050784078,0000-0001-9927-7875,0000-0001-9927-7875,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2022.0,2022,2,2,True,False
osbertbastani,Osbert Bastani,Osbert Bastani,Osbert Bastani,A5029243071,0000-0001-9990-7566,0000-0001-9990-7566,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2020.0,2020,7,4,True,True
owenarden,Owen Arden,Owen Arden,Owen Arden,A5062865397,,0000-0001-9585-3126,exact_name_one_openalex_author_id,YELLOW,no_openalex_orcid_to_compare,False,2024.0,2024,1,1,False,False
owolabilegunsen,Owolabi Legunsen,Owolabi Legunsen,Owolabi Legunsen,A5070516536,0000-0001-5631-4816,0000-0001-5631-4816,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2023.0,2023,3,3,True,True
pamelazave,Pamela Zave,Pamela Zave,Pamela Zave,A5086291871,0000-0002-6568-2052,0000-0002-6568-2052,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2024.0,2024,2,2,True,True
paroshazizabdulla,Parosh Aziz Abdulla,Parosh Aziz Abdulla,Parosh Aziz Abdulla,A5002478680,0000-0001-6832-6611,0000-0001-6832-6611,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2021.0,2021,4,4,True,True
pascalweisenburger,Pascal Weisenburger,Pascal Weisenburger,Pascal Weisenburger,A5008442460,0000-0003-1288-1485,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2023.0,2023,2,2,False,True
patricegodefroid,Patrice Godefroid,Patrice Godefroid,Patrice Godefroid,A5069392259,,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2020.0,2020,1,1,False,False
patriciapatriciajohann,Patricia Johann,Patricia Johann,Patricia Johann,A5044007936,0000-0002-8075-3904,0000-0002-8075-3904,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2019.0,2019,4,2,True,True
patrickbahr,Patrick Bahr,Patrick Bahr,Patrick Bahr,A5015853763,0000-0003-1600-8261,0000-0003-1600-8261,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2024.0,2024,1,1,True,True
patrickeugster,Patrick Eugster,Patrick Eugster,Patrick Eugster,A5024420075,0000-0003-3864-9078,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2022.0,2022,4,2,False,True
patricklam,Patrick Lam,Patrick Lam,Patrick Lam,A5016375266,0000-0001-8278-5400,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2020.0,2020,3,2,False,False
patrikjansson,Patrik Jansson,Patrik Jansson,Patrik Jansson,A5032737176,0000-0003-3078-1437,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2023.0,2023,1,1,False,True
pauldownen,Paul Downen,Paul Downen,Paul Downen,A5020454182,0000-0003-0165-9387,0000-0003-0165-9387,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2023.0,2023,1,1,True,True
paulgazzillo,Paul Gazzillo,Paul Gazzillo,Paul Gazzillo,A5016175378,0000-0003-1425-8873,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2021.0,2021,2,1,False,True
pavelchuprikov,Pavel Chuprikov,Pavel Chuprikov,Pavel Chuprikov,A5033247681,0000-0002-6673-1143,0000-0002-6673-1143,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2023.0,2023,2,2,True,True
pavelpanchekha,Pavel Panchekha,Pavel Panchekha,Pavel Panchekha,A5022031348,0000-0003-2621-3592,0000-0003-2621-3592,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2021.0,2021,5,4,True,False
pavolbielik,Pavol Bielik,Pavol Bielik,Pavol Bielik,A5090644266,,0009-0007-5330-404X,exact_name_one_openalex_author_id,YELLOW,no_openalex_orcid_to_compare,False,2021.0,2021,1,1,False,False
pavolcerny,Pavol Cerny,Pavol Cerny,Pavol Černý,A5072396662,,0000-0002-0123-3303,exact_name_one_openalex_author_id,YELLOW,no_openalex_orcid_to_compare,False,2018.0,2018,2,1,False,False
peisenyao,Peisen Yao,Peisen Yao,Peisen Yao,A5045907091,0000-0003-0342-9518,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2023.0,2023,4,4,False,True
petartsankov,Petar Tsankov,Petar Tsankov,Petar Tsankov,A5073801126,,0009-0007-2799-1085,exact_name_one_openalex_author_id,YELLOW,no_openalex_orcid_to_compare,False,2020.0,2020,1,1,False,False
peteralvaro,Peter Alvaro,Peter Alvaro,Peter Alvaro,A5065602825,0000-0001-6672-240X,0000-0001-6672-240X,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2023.0,2023,2,2,True,True
peterhawkins,Peter Hawkins,Peter Hawkins,Peter Hawkins,A5111910004,,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2020.0,2020,1,1,False,False
peterohmann1,Peter Ohmann,Peter Ohmann,Peter Ohmann,A5080785784,0000-0002-7670-7374,0000-0002-7670-7374,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2024.0,2024,1,1,True,True
peterselinger,Peter Selinger,Peter Selinger,Peter Selinger,A5015712724,0000-0003-3161-856X,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2019.0,2019,1,1,False,False
petersewell,Peter Sewell,Peter Sewell,Peter Sewell,A5083405043,0000-0001-9352-1013,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2018.0,2018,4,3,False,True
peterthiemann,Peter Thiemann,Peter Thiemann,Peter Thiemann,A5000384936,0000-0002-9000-1239,0000-0002-9000-1239,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2020.0,2020,5,4,True,False
petermichaelosera,Peter-Michael Osera,Peter-Michael Osera,Peter-Michael Osera,A5020115127,0000-0001-6890-8339,0000-0001-6890-8339,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2023.0,2023,2,1,True,True
philipwadler,Philip Wadler,Philip Wadler,Philip Wadler,A5018878077,0000-0001-7619-6378,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2018.0,2018,2,1,False,False
philippghaselwarter,Philipp G. Haselwarter,Philipp G. Haselwarter,Philipp G. Haselwarter,A5012595992,0000-0003-0198-7751,0000-0003-0198-7751,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2025.0,2025,1,1,True,True
philipphaller,Philipp Haller,Philipp Haller,Philipp Haller,A5044900918,0000-0002-2659-5271,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2023.0,2023,3,3,False,False
philippagardner,Philippa Gardner,Philippa Gardner,Philippa Gardner,A5047951273,0000-0002-4187-0585,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2022.0,2022,2,2,False,False
phitchayamangpophothilimthana,Phitchaya Mangpo Phothilimthana,Phitchaya Mangpo Phothilimthana,Phitchaya Mangpo Phothilimthana,A5046321852,0000-0003-3492-3690,0000-0003-3492-3690,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2020.0,2020,4,3,True,True
pierreclairambault,Pierre Clairambault,Pierre Clairambault,PIERRE CLAIRAMBAULT,A5008333115,0000-0002-3285-6028,0000-0002-3285-6028,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2022.0,2022,2,1,True,False
pierregeneves,Pierre Geneves,Pierre Geneves,Pierre Genevès,A5007570521,0000-0001-7676-2755,0000-0001-7676-2755,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2023.0,2023,1,1,True,True
pierremariepedrot,Pierre-Marie Pédrot,Pierre-Marie Pédrot,Pierre-Marie Pédrot,A5067464824,0009-0002-8006-6239,0009-0002-8006-6239,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2024.0,2024,1,1,True,False
pierreyvesstrub,Pierre-Yves Strub,Pierre-Yves Strub,Pierre-Yves Strub,A5033447950,0000-0002-8196-7875,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2019.0,2019,2,2,False,False
pietroferrara1,Pietro Ferrara,Pietro Ferrara,Pietro Ferrara,A5070919681,0000-0002-4678-933X,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2025.0,2025,2,2,False,False
pinjiahe,Pinjia He,Pinjia He,Pinjia He,A5101941950,0000-0003-3377-8129,0000-0003-3377-8129,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2025.0,2025,2,2,True,True
qirunzhang,Qirun Zhang,Qirun Zhang,Qirun Zhang,A5078231842,0000-0001-5367-9377,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2020.0,2020,6,4,False,False
quentinstievenart,Quentin Stiévenart,Quentin Stiévenart,Quentin Stiévenart,A5061688363,0000-0001-9985-9808,0000-0001-9985-9808,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2025.0,2025,2,2,True,True
rachitnigam,Rachit Nigam,Rachit Nigam,Rachit Nigam,A5078421643,0000-0003-0983-5867,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2025.0,2025,1,1,False,True
radhajagadeesan,Radha Jagadeesan,Radha Jagadeesan,Radha Jagadeesan,A5108192878,,0000-0002-4525-1589,exact_name_one_openalex_author_id,YELLOW,no_openalex_orcid_to_compare,False,2020.0,2020,1,1,False,False
radugrigore,Radu Grigore,Radu Grigore,Radu Grigore,A5049957994,0000-0003-1128-0311,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2019.0,2019,2,1,False,True
raghuprabhakar,Raghu Prabhakar,Raghu Prabhakar,Raghu Prabhakar,A5111746097,,0000-0003-0230-4377,exact_name_one_openalex_author_id,YELLOW,no_openalex_orcid_to_compare,False,2022.0,2022,1,1,False,False
ragnarmogk,Ragnar Mogk,Ragnar Mogk,Ragnar Mogk,A5035682481,,0000-0003-4583-1791,exact_name_one_openalex_author_id,YELLOW,no_openalex_orcid_to_compare,False,2023.0,2023,2,2,False,False
rahulgopinath,Rahul Gopinath,Rahul Gopinath,Rahul Gopinath,A5050311714,0000-0001-9953-0930,0000-0001-9953-0930,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2024.0,2024,2,2,True,True
rajivgupta,Rajiv Gupta,Rajiv Gupta,Rajiv Gupta,A5100699251,0000-0002-9348-3974,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2024.0,2024,2,2,False,True
ralfhinze,Ralf Hinze,Ralf Hinze,Ralf Hinze,A5063247380,0000-0001-5678-0286,0000-0001-5678-0286,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2022.0,2022,2,2,True,True
ralfjung,Ralf Jung,Ralf Jung,Ralf Jung,A5025527323,0000-0001-7669-6348,0000-0001-7669-6348,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2021.0,2021,6,5,True,False
ranjitjhala,Ranjit Jhala,Ranjit Jhala,Ranjit Jhala,A5002412544,0000-0002-1802-9421,0000-0002-1802-9421,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2017.0,2017,9,5,True,False
rastislavbodik,Rastislav Bodík,Rastislav Bodík,Rastislav Bodik,A5085160432,0000-0001-6639-1647,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2020.0,2020,2,2,False,False
ravichugh,Ravi Chugh,Ravi Chugh,Ravi Chugh,A5004759757,0000-0002-1339-2889,0000-0002-1339-2889,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2017.0,2017,3,2,True,False
retoachermann,Reto Achermann,Reto Achermann,Reto Achermann,A5072557888,0000-0003-3263-7236,0000-0003-3263-7236,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2025.0,2025,1,1,True,True
rezwanakarim,Rezwana Karim,Rezwana Karim,Rezwana Karim,A5081413019,,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2017.0,2017,2,1,False,False
richardeisenberg,Richard A. Eisenberg,Richard A. Eisenberg,Richard A. Eisenberg,A5082913747,0000-0002-7669-9781,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2020.0,2020,5,4,False,False
rishabhsingh,Rishabh Singh,Rishabh Singh,Rishabh Singh,A5045091456,0000-0003-1714-9656,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2017.0,2017,3,2,False,True
rishiyurnikhil,Rishiyur Nikhil,Rishiyur S. Nikhil,Rishiyur S. Nikhil,A5104054932,,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2021.0,2021,1,1,False,False
robbertkrebbers,Robbert Krebbers,Robbert Krebbers,Robbert Krebbers,A5029418370,0000-0002-1185-5237,0000-0002-1185-5237,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2019.0,2019,9,5,True,False
robertatkey,Robert Atkey,Robert Atkey,Robert Atkey,A5036444096,0000-0002-4414-5047,0000-0002-4414-5047,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2017.0,2017,5,2,True,True
robbyfindler,Robert Bruce Findler,Robert Bruce Findler,Robert Bruce Findler,A5081388086,0000-0002-4245-2000,0000-0002-4245-2000,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2023.0,2023,2,2,True,False
robertharper1,Robert Harper,Robert Harper,Robert Harper,A5028720578,0000-0002-9400-2941,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2022.0,2022,1,1,False,False
roberthirschfeld,Robert Hirschfeld,Robert Hirschfeld,Robert Hirschfeld,A5079160871,0000-0002-4249-6003,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2020.0,2020,1,1,False,True
robertagori1,Roberta Gori,Roberta Gori,Roberta Gori,A5090195630,0000-0002-7424-9576,0000-0002-7424-9576,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2025.0,2025,1,1,True,True
robertogiacobazzi,Roberto Giacobazzi,Roberto Giacobazzi,Roberto Giacobazzi,A5052881133,0000-0002-9582-3960,0000-0002-9582-3960,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2024.0,2024,1,1,True,False
rodolphelepigre,Rodolphe Lepigre,Rodolphe Lepigre,Rodolphe Lepigre,A5068441844,0000-0002-2849-5338,0000-0002-2849-5338,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2024.0,2024,1,1,True,True
rohanbavishi,Rohan Bavishi,Rohan Bavishi,Rohan Bavishi,A5053047136,0000-0002-0307-0384,0000-0002-0307-0384,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2025.0,2025,2,2,True,True
rohanpadhye,Rohan Padhye,Rohan Padhye,Rohan Padhye,A5077787726,0000-0003-4939-033X,0000-0003-4939-033X,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2025.0,2025,1,1,True,False
romainrobbes,Romain Robbes,Romain Robbes,Romain Robbes,A5031712876,0000-0003-4569-6868,0000-0003-4569-6868,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2017.0,2017,1,1,True,True
ronaldgarcia,Ronald Garcia,Ronald Garcia,Ronald Garcia,A5051937731,0000-0002-0982-1118,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2017.0,2017,8,6,False,False
ronghuigu,Ronghui Gu,Ronghui Gu,Ronghui Gu,A5000031216,0000-0002-6812-6182,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2020.0,2020,5,2,False,False
roopshasamanta,Roopsha Samanta,Roopsha Samanta,Roopsha Samanta,A5050507709,0009-0000-2456-217X,0009-0000-2456-217X,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2018.0,2018,4,3,True,True
rosstate,Ross Tate,Ross Tate,Ross Tate,A5001655224,0000-0002-7608-4605,0000-0002-7608-4605,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2018.0,2018,4,4,True,True
rubenmartins,Ruben Martins,Ruben Martins,Ruben Martins,A5101995804,0000-0003-1525-1382,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2022.0,2022,4,3,False,False
rupakmajumdar,Rupak Majumdar,Rupak Majumdar,Rupak Majumdar,A5081010207,0000-0003-2136-0542,0000-0003-2136-0542,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2021.0,2021,3,2,True,False
ruzicapiskac,Ruzica Piskac,Ruzica Piskac,Ružica Piskač,A5045794652,0000-0002-3267-0776,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2018.0,2018,7,2,False,True
ryanbeckett1,Ryan Beckett,Ryan Beckett,Ryan Beckett,A5075133765,0000-0001-7844-2026,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2023.0,2023,3,2,False,True
ryosukesato,Ryosuke Sato,Ryosuke Sato,Ryosuke Sato,A5040489279,0000-0001-8679-2747,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2024.0,2024,1,1,False,True
saeedmaleki,Saeed Maleki,Saeed Maleki,Saeed Maleki,A5077514991,0000-0003-1107-1827,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2022.0,2022,1,1,False,True
samguyer,Sam Guyer,Samuel Z. Guyer,Samuel Z. Guyer,A5004167701,,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2020.0,2020,2,1,False,False
samlindley,Sam Lindley,Sam Lindley,Sam Lindley,A5061903791,0000-0002-1360-4714,0000-0002-1360-4714,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2018.0,2018,5,3,True,False
samstaton,Sam Staton,Sam Staton,Sam Staton,A5068183682,,0000-0002-7149-3805,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2019.0,2017,2,2,True,False
samtobinhochstadt,Sam Tobin-Hochstadt,Sam Tobin-Hochstadt,Sam Tobin-Hochstadt,A5043677781,0000-0003-1302-6499,0000-0003-1302-6499,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2017.0,2017,7,4,True,False
samwestrick,Sam Westrick,Sam Westrick,Sam Westrick,A5052738437,0000-0003-2848-9808,0000-0003-2848-9808,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2025.0,2025,1,1,True,False
samanamarasinghe,Saman Amarasinghe,Saman Amarasinghe,Saman Amarasinghe,A5046791216,0000-0002-7231-7643,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,False,2024.0,2024,3,3,False,False
samuelgruetter,Samuel Gruetter,Samuel Gruetter,Samuel Gruetter,A5028002789,0000-0001-8369-9117,0000-0001-8369-9117,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2025.0,2025,1,1,True,True
sandeepdasgupta,Sandeep Dasgupta,Sandeep Dasgupta,Sandeep Dasgupta,A5016183413,,0000-0002-6483-2055,exact_name_one_openalex_author_id,YELLOW,no_openalex_orcid_to_compare,False,2021.0,2021,1,1,False,False
sandrineblazy,Sandrine Blazy,Sandrine Blazy,Sandrine Blazy,A5017440499,0000-0002-0189-0223,0000-0002-0189-0223,exact_name_one_openalex_author_id,YELLOW,orcid_agrees,False,2018.0,2018,4,2,True,False
santiagozanellabeguelin,Santiago Zanella-Béguelin,Santiago Zanella-Béguelin,Santiago Zanella-Béguelin,A5088954009,0000-0003-0479-9967,0000-0003-0479-9967,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2021.0,2021,1,1,True,True
santoshnagarakatte,Santosh Nagarakatte,Santosh Nagarakatte,Santosh Nagarakatte,A5011881274,0000-0002-5048-8548,0000-0002-5048-8548,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2018.0,2018,7,3,True,True
santoshpande1,Santosh Pande,Santosh Pande,Santosh Pande,A5061235810,0000-0001-6723-8062,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2024.0,2024,2,2,False,True
saraachour,Sara Achour,Sara Achour,Sara Achour,A5060778165,0000-0003-3444-1544,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2019.0,2019,3,2,False,True
sarahnadi,Sarah Nadi,Sarah Nadi,Sarah Nadi,A5054083284,0000-0002-0091-6030,,exact_name_one_openalex_author_id,YELLOW,orcid_org_not_unique,True,2017.0,2017,3,3,False,True
sasamisailovic,Sasa Misailovic,Sasa Misailovic,Saša Misailovíc,A5057462458,0000-0001-7319-8845,0000-0001-7319-8845,exact_name_one_openalex_author_id,GREEN,orcid_agrees,True,2017.0,2017,5,2,True,True
