event_definition,event_time,mean,ci_lower,ci_upper,n_event_units
balanced_no_followup_pc_t1_t2,-2,0.1141439205955335,-0.1761786600496278,0.410732009925558,403
balanced_no_followup_pc_t1_t2,-1,-0.1141439205955335,-0.4107320099255583,0.1761786600496278,403
balanced_no_followup_pc_t1_t2,0,0.1761786600496278,-0.3027605459057072,0.6166563275434241,403
balanced_no_followup_pc_t1_t2,1,0.2704714640198511,-0.32754342431761785,0.8586228287841188,403
balanced_no_followup_pc_t1_t2,2,0.1141439205955335,-0.44299007444168736,0.6589019851116621,403
