event_definition,event_time,mean,ci_lower,ci_upper,n_event_units
balanced_no_followup_pc_t1_t2,-2,-0.005160936895571745,-0.024241297148879994,0.013440604627258206,403
balanced_no_followup_pc_t1_t2,-1,0.005160936895571742,-0.013440604627258228,0.02424129714887998,403
balanced_no_followup_pc_t1_t2,0,0.03196130912658335,0.0005231175604675465,0.06314279439288097,403
balanced_no_followup_pc_t1_t2,1,0.01911752683056488,-0.015601207565829273,0.053581733351638426,403
balanced_no_followup_pc_t1_t2,2,0.003048998415785288,-0.03327378212830684,0.039667154722888065,403
