event_unit_id,researcher_id,name,conference,analysis_conference,pc_year,baseline_source_share,baseline_defined_years,pc_year_source_share,pc_year_delta_source_share,pc_year_citations,pc_year_total_studied_citations,pc_year_source_share_pct,pc_year_delta_source_share_pp
heathermiller|PLDI|2021,heathermiller,Heather Miller,PLDI,PLDI 2021 onward,2021,0.2727272727272727,1,0.0,-0.2727272727272727,0.0,2.0,0.0,-27.27272727272727
hongseokyang|PLDI|2021,hongseokyang,Hongseok Yang,PLDI,PLDI 2021 onward,2021,0.13513513513513514,1,0.3918918918918919,0.25675675675675674,29.0,74.0,39.189189189189186,25.675675675675674
hongseokyang|POPL|2022,hongseokyang,Hongseok Yang,POPL,POPL,2022,0.3380281690140845,1,0.3283582089552239,-0.009669960058860616,22.0,67.0,32.83582089552239,-0.9669960058860616
huiguan|PLDI|2022,huiguan,Hui Guan,PLDI,PLDI 2021 onward,2022,,0,,,0.0,0.0,,
irenefinocchi|PLDI|2023,irenefinocchi,Irene Finocchi,PLDI,PLDI 2021 onward,2023,,0,,,0.0,0.0,,
isabellamastroeni|POPL|2023,isabellamastroeni,Isabella Mastroeni,POPL,POPL,2023,0.5,1,1.0,0.5,1.0,1.0,100.0,50.0
jacqueshenrijourdan|ICFP|2019,jacqueshenrijourdan,Jacques-Henri Jourdan,ICFP,ICFP,2019,0.0,1,0.2631578947368421,0.2631578947368421,5.0,19.0,26.31578947368421,26.31578947368421
jacqueshenrijourdan|POPL|2023,jacqueshenrijourdan,Jacques-Henri Jourdan,POPL,POPL,2023,0.3194444444444444,1,0.19718309859154928,-0.12226134585289514,14.0,71.0,19.718309859154928,-12.226134585289513
jadealglave|PLDI|2023,jadealglave,Jade Alglave,PLDI,PLDI 2021 onward,2023,0.24242424242424243,1,0.2962962962962963,0.05387205387205385,8.0,27.0,29.629629629629626,5.387205387205385
jamesmckinna|ICFP|2023,jamesmckinna,James McKinna,ICFP,ICFP,2023,0.0,1,0.3333333333333333,0.3333333333333333,2.0,6.0,33.33333333333333,33.33333333333333
janmidtgaard|ICFP|2023,janmidtgaard,Jan Midtgaard,ICFP,ICFP,2023,0.0,1,0.7142857142857143,0.7142857142857143,5.0,7.0,71.42857142857143,71.42857142857143
jeevanapriyainala|PLDI|2022,jeevanapriyainala,Jeevana Priya Inala,PLDI,PLDI 2021 onward,2022,0.5,1,0.0,-0.5,0.0,1.0,0.0,-50.0
jenniferpaykin|ICFP|2019,jenniferpaykin,Jennifer Paykin,ICFP,ICFP,2019,,0,0.0,,0.0,2.0,0.0,
jennifersartor|PLDI|2019,jennifersartor,Jennifer B. Sartor,PLDI,PLDI before 2021,2019,0.0,1,0.8571428571428571,0.8571428571428571,6.0,7.0,85.71428571428571,85.71428571428571
jeremyyallop|PLDI|2023,jeremyyallop,Jeremy Yallop,PLDI,PLDI 2021 onward,2023,,0,0.4166666666666667,,5.0,12.0,41.66666666666667,
jespercockx|ICFP|2022,jespercockx,Jesper Cockx,ICFP,ICFP,2022,0.2,1,0.6666666666666666,0.4666666666666666,4.0,6.0,66.66666666666666,46.666666666666664
jespercockx|POPL|2020,jespercockx,Jesper Cockx,POPL,POPL,2020,0.2,1,0.8,0.6000000000000001,4.0,5.0,80.0,60.00000000000001
johnvilk|PLDI|2020,johnvilk,John Vilk,PLDI,PLDI before 2021,2020,0.3333333333333333,1,0.0,-0.3333333333333333,0.0,1.0,0.0,-33.33333333333333
johnwickerson|POPL|2022,johnwickerson,John Wickerson,POPL,POPL,2022,0.058823529411764705,1,0.2,0.1411764705882353,2.0,10.0,20.0,14.117647058823529
jonathansterling|ICFP|2023,jonathansterling,Jonathan Sterling,ICFP,ICFP,2023,1.0,1,0.25,-0.75,1.0,4.0,25.0,-75.0
jonathansterling|POPL|2023,jonathansterling,Jonathan Sterling,POPL,POPL,2023,0.0,1,0.75,0.75,3.0,4.0,75.0,75.0
joostpieterkatoen|POPL|2023,joostpieterkatoen,Joost-Pieter Katoen,POPL,POPL,2023,0.425531914893617,1,0.1568627450980392,-0.2686691697955778,8.0,51.0,15.686274509803921,-26.866916979557782
jorgeaperez|PLDI|2023,jorgeaperez,Jorge A. Pérez,PLDI,PLDI 2021 onward,2023,0.0,1,,,0.0,0.0,,
josepedromagalhaes|ICFP|2023,josepedromagalhaes,José Pedro Magalhães,ICFP,ICFP,2023,,0,0.5,,1.0,2.0,50.0,
josephtassarotti|PLDI|2023,josephtassarotti,Joseph Tassarotti,PLDI,PLDI 2021 onward,2023,0.5,1,0.3125,-0.1875,5.0,16.0,31.25,-18.75
josephtassarotti|POPL|2023,josephtassarotti,Joseph Tassarotti,POPL,POPL,2023,0.25,1,0.125,-0.125,2.0,16.0,12.5,-12.5
joshberdine|ICFP|2023,joshberdine,Josh Berdine,ICFP,ICFP,2023,0.375,1,0.0,-0.375,0.0,11.0,0.0,-37.5
julianshun|PLDI|2021,julianshun,Julian Shun,PLDI,PLDI 2021 onward,2021,0.875,1,0.0,-0.875,0.0,7.0,0.0,-87.5
juneandronick|PLDI|2019,juneandronick,June Andronick,PLDI,PLDI before 2021,2019,0.1,1,0.0,-0.1,0.0,6.0,0.0,-10.0
jurriaanhage|ICFP|2021,jurriaanhage,Jurriaan Hage,ICFP,ICFP,2021,1.0,1,1.0,0.0,1.0,1.0,100.0,0.0
justinhsu|PLDI|2022,justinhsu,Justin Hsu,PLDI,PLDI 2021 onward,2022,0.06666666666666667,1,0.03225806451612903,-0.034408602150537634,1.0,31.0,3.225806451612903,-3.4408602150537635
karthikeyanbhargavan|POPL|2023,karthikeyanbhargavan,Karthikeyan Bhargavan,POPL,POPL,2023,0.21052631578947367,1,0.1111111111111111,-0.09941520467836257,3.0,27.0,11.11111111111111,-9.941520467836257
kathrinstark|ICFP|2023,kathrinstark,Kathrin Stark,ICFP,ICFP,2023,,0,0.0,,0.0,1.0,0.0,
kennethlmcmillan|POPL|2022,kennethlmcmillan,Kenneth L. McMillan,POPL,POPL,2022,0.391304347826087,1,0.47368421052631576,0.08237986270022879,9.0,19.0,47.368421052631575,8.23798627002288
kevinellis|PLDI|2023,kevinellis,Kevin Ellis,PLDI,PLDI 2021 onward,2023,0.7142857142857143,1,0.2222222222222222,-0.4920634920634921,4.0,18.0,22.22222222222222,-49.20634920634921
kihongheo|POPL|2022,kihongheo,Kihong Heo,POPL,POPL,2022,0.29411764705882354,1,0.8,0.5058823529411764,4.0,5.0,80.0,50.588235294117645
klausostermann|PLDI|2020,klausostermann,Klaus Ostermann,PLDI,PLDI before 2021,2020,0.0,1,0.14285714285714285,0.14285714285714285,3.0,21.0,14.285714285714285,14.285714285714285
koheisuenaga|POPL|2022,koheisuenaga,Kohei Suenaga,POPL,POPL,2022,0.0,1,1.0,1.0,1.0,1.0,100.0,100.0
kokomuroya|ICFP|2022,kokomuroya,Koko Muroya,ICFP,ICFP,2022,,0,0.0,,0.0,1.0,0.0,
kokomuroya|POPL|2022,kokomuroya,Koko Muroya,POPL,POPL,2022,,0,1.0,,1.0,1.0,100.0,
kostasferles|PLDI|2022,kostasferles,Kostas Ferles,PLDI,PLDI 2021 onward,2022,1.0,1,0.0,-1.0,0.0,4.0,0.0,-100.0
larsbirkedal|ICFP|2022,larsbirkedal,Lars Birkedal,ICFP,ICFP,2022,0.4224137931034483,1,0.22556390977443608,-0.1968498833290122,30.0,133.0,22.55639097744361,-19.68498833290122
laurabocchi|ICFP|2023,laurabocchi,Laura Bocchi,ICFP,ICFP,2023,0.0,1,0.3333333333333333,0.3333333333333333,1.0,3.0,33.33333333333333,33.33333333333333
lauregonnord|POPL|2021,lauregonnord,Laure Gonnord,POPL,POPL,2021,0.3333333333333333,1,0.3333333333333333,0.0,1.0,3.0,33.33333333333333,0.0
laurenpick|PLDI|2023,laurenpick,Lauren Pick,PLDI,PLDI 2021 onward,2023,,0,0.0,,0.0,2.0,0.0,
lennartaugustsson|ICFP|2023,lennartaugustsson,Lennart Augustsson,ICFP,ICFP,2023,,0,0.25,,1.0,4.0,25.0,
lennartberinger|ICFP|2019,lennartberinger,Lennart Beringer,ICFP,ICFP,2019,0.42857142857142855,1,0.2,-0.22857142857142854,2.0,10.0,20.0,-22.857142857142854
leonidaslampropoulos|ICFP|2021,leonidaslampropoulos,Leonidas Lampropoulos,ICFP,ICFP,2021,0.09090909090909091,1,0.5,0.40909090909090906,1.0,2.0,50.0,40.90909090909091
leonidryzhyk|PLDI|2022,leonidryzhyk,Leonid Ryzhyk,PLDI,PLDI 2021 onward,2022,0.3333333333333333,1,0.75,0.4166666666666667,3.0,4.0,75.0,41.66666666666667
lindseykuper|PLDI|2021,lindseykuper,Lindsey Kuper,PLDI,PLDI 2021 onward,2021,0.0,1,0.2,0.2,1.0,5.0,20.0,20.0
lindseykuper|POPL|2023,lindseykuper,Lindsey Kuper,POPL,POPL,2023,0.4,1,0.0,-0.4,0.0,3.0,0.0,-40.0
lionelparreaux|ICFP|2023,lionelparreaux,Lionel Parreaux,ICFP,ICFP,2023,,0,0.16666666666666666,,1.0,6.0,16.666666666666664,
lucmaranget|POPL|2021,lucmaranget,Luc Maranget,POPL,POPL,2021,0.425,1,0.5217391304347826,0.0967391304347826,12.0,23.0,52.17391304347826,9.67391304347826
magnusomyreen|ICFP|2020,magnusomyreen,Magnus O. Myreen,ICFP,ICFP,2020,0.05263157894736842,1,0.13157894736842105,0.07894736842105263,5.0,38.0,13.157894736842104,7.894736842105263
makotohamana|ICFP|2020,makotohamana,Makoto Hamana,ICFP,ICFP,2020,0.6666666666666666,1,0.5,-0.16666666666666663,1.0,2.0,50.0,-16.666666666666664
malavikasamak|POPL|2023,malavikasamak,Malavika Samak,POPL,POPL,2023,0.0,1,0.0,0.0,0.0,2.0,0.0,0.0
mandanavaziri|PLDI|2020,mandanavaziri,Mandana Vaziri,PLDI,PLDI before 2021,2020,0.25,1,0.25,0.0,1.0,4.0,25.0,0.0
manoskapritsos|PLDI|2022,manoskapritsos,Manos Kapritsos,PLDI,PLDI 2021 onward,2022,0.2222222222222222,1,0.2857142857142857,0.06349206349206349,2.0,7.0,28.57142857142857,6.349206349206349
marcogaboardi|POPL|2021,marcogaboardi,Marco Gaboardi,POPL,POPL,2021,0.2857142857142857,1,0.25,-0.0357142857142857,1.0,4.0,25.0,-3.57142857142857
marcopatrignani|POPL|2023,marcopatrignani,Marco Patrignani,POPL,POPL,2023,0.7333333333333333,1,0.2857142857142857,-0.4476190476190476,2.0,7.0,28.57142857142857,-44.76190476190476
marcosviera|ICFP|2023,marcosviera,Marcos Viera,ICFP,ICFP,2023,0.5,1,,,0.0,0.0,,
marcovassena|POPL|2023,marcovassena,Marco Vassena,POPL,POPL,2023,0.6,1,0.3333333333333333,-0.26666666666666666,1.0,3.0,33.33333333333333,-26.666666666666668
markuspuschel|PLDI|2021,markuspuschel,Markus Püschel,PLDI,PLDI 2021 onward,2021,0.2857142857142857,1,0.6521739130434783,0.36645962732919257,15.0,23.0,65.21739130434783,36.64596273291926
martinmaas|PLDI|2019,martinmaas,Martin Maas,PLDI,PLDI before 2021,2019,0.5,1,0.6666666666666666,0.16666666666666663,2.0,3.0,66.66666666666666,16.666666666666664
maryammehridehnavi|PLDI|2023,maryammehridehnavi,Maryam Mehri Dehnavi,PLDI,PLDI 2021 onward,2023,,0,0.5,,1.0,2.0,50.0,
maryshe|ICFP|2022,maryshe,Mary Sheeran,ICFP,ICFP,2022,0.0,1,0.0,0.0,0.0,6.0,0.0,0.0
matijapretnar|ICFP|2022,matijapretnar,Matija Pretnar,ICFP,ICFP,2022,0.35,1,0.2777777777777778,-0.07222222222222219,5.0,18.0,27.77777777777778,-7.222222222222219
matteocimini|ICFP|2021,matteocimini,Matteo Cimini,ICFP,ICFP,2021,0.0,1,0.09090909090909091,0.09090909090909091,1.0,11.0,9.090909090909092,9.090909090909092
matteocimini|POPL|2020,matteocimini,Matteo Cimini,POPL,POPL,2020,0.5,1,0.6666666666666666,0.16666666666666663,6.0,9.0,66.66666666666666,16.666666666666664
matthewfluet|ICFP|2020,matthewfluet,Matthew Fluet,ICFP,ICFP,2020,0.36363636363636365,1,0.2222222222222222,-0.14141414141414144,4.0,18.0,22.22222222222222,-14.141414141414144
matthewhague|POPL|2022,matthewhague,Matthew Hague,POPL,POPL,2022,0.2,1,0.6666666666666666,0.4666666666666666,2.0,3.0,66.66666666666666,46.666666666666664
matthiasheizmann|POPL|2021,matthiasheizmann,Matthias Heizmann,POPL,POPL,2021,0.9090909090909091,1,0.5,-0.40909090909090906,4.0,8.0,50.0,-40.90909090909091
matthieusozeau|POPL|2021,matthieusozeau,Matthieu Sozeau,POPL,POPL,2021,0.0,1,0.45454545454545453,0.45454545454545453,5.0,11.0,45.45454545454545,45.45454545454545
maxnew|ICFP|2021,maxnew,Max S. New,ICFP,ICFP,2021,0.2727272727272727,1,0.17647058823529413,-0.09625668449197858,3.0,17.0,17.647058823529413,-9.625668449197859
michaelcarbin|POPL|2022,michaelcarbin,Michael Carbin,POPL,POPL,2022,0.0625,1,0.2727272727272727,0.2102272727272727,3.0,11.0,27.27272727272727,21.02272727272727
michelepagani|POPL|2023,michelepagani,Michele Pagani,POPL,POPL,2023,0.42857142857142855,1,0.5555555555555556,0.12698412698412703,5.0,9.0,55.55555555555556,12.698412698412703
mihaibudiu|PLDI|2023,mihaibudiu,Mihai Budiu,PLDI,PLDI 2021 onward,2023,0.0,1,0.25,0.25,1.0,4.0,25.0,25.0
mikerainey|ICFP|2019,mikerainey,Mike Rainey,ICFP,ICFP,2019,0.2,1,0.5833333333333334,0.38333333333333336,7.0,12.0,58.333333333333336,38.333333333333336
miramezini|PLDI|2022,miramezini,Mira Mezini,PLDI,PLDI 2021 onward,2022,0.2,1,0.26666666666666666,0.06666666666666665,4.0,15.0,26.666666666666668,6.666666666666665
mircotribastone|POPL|2020,mircotribastone,Mirco Tribastone,POPL,POPL,2020,,0,0.0,,0.0,1.0,0.0,
nadaamin|OOPSLA|2019,nadaamin,Nada Amin,OOPSLA,OOPSLA,2019,0.8461538461538461,1,0.56,-0.2861538461538461,14.0,25.0,56.00000000000001,-28.61538461538461
nadiapolikarpova|ICFP|2020,nadiapolikarpova,Nadia Polikarpova,ICFP,ICFP,2020,0.1,1,0.2222222222222222,0.1222222222222222,4.0,18.0,22.22222222222222,12.22222222222222
nathanchong|PLDI|2021,nathanchong,Nathan Chong,PLDI,PLDI 2021 onward,2021,0.5,1,0.16666666666666666,-0.33333333333333337,2.0,12.0,16.666666666666664,-33.333333333333336
niccoloveltri|ICFP|2022,niccoloveltri,Niccolò Veltri,ICFP,ICFP,2022,0.0,1,0.5,0.5,1.0,2.0,50.0,50.0
nickgiannarakis|PLDI|2022,nickgiannarakis,Nick Giannarakis,PLDI,PLDI 2021 onward,2022,0.375,1,0.5,0.125,3.0,6.0,50.0,12.5
nicolaswu|POPL|2022,nicolaswu,Nicolas Wu,POPL,POPL,2022,0.0,1,0.17647058823529413,0.17647058823529413,3.0,17.0,17.647058823529413,17.647058823529413
nilsandersdanielsson|ICFP|2022,nilsandersdanielsson,Nils Anders Danielsson,ICFP,ICFP,2022,0.42857142857142855,1,0.5,0.07142857142857145,1.0,2.0,50.0,7.142857142857145
ningningxie|POPL|2023,ningningxie,Ningning Xie,POPL,POPL,2023,0.0,1,0.38461538461538464,0.38461538461538464,5.0,13.0,38.46153846153847,38.46153846153847
noamrinetzky|PLDI|2023,noamrinetzky,Noam Rinetzky,PLDI,PLDI 2021 onward,2023,0.1,1,0.2857142857142857,0.1857142857142857,4.0,14.0,28.57142857142857,18.57142857142857
nobukoyoshida|OOPSLA|2019,nobukoyoshida,Nobuko Yoshida,OOPSLA,OOPSLA,2019,0.21621621621621623,1,0.0,-0.21621621621621623,0.0,91.0,0.0,-21.62162162162162
nobukoyoshida|POPL|2021,nobukoyoshida,Nobuko Yoshida,POPL,POPL,2021,0.7692307692307693,1,0.32098765432098764,-0.44824311490978164,26.0,81.0,32.098765432098766,-44.82431149097816
normandanner|ICFP|2022,normandanner,Norman Danner,ICFP,ICFP,2022,0.7272727272727273,1,0.0,-0.7272727272727273,0.0,2.0,0.0,-72.72727272727273
odedpadon|POPL|2023,odedpadon,Oded Padon,POPL,POPL,2023,0.23529411764705882,1,0.08,-0.1552941176470588,2.0,25.0,8.0,-15.52941176470588
oliverbracevac|ICFP|2023,oliverbracevac,Oliver Bračevac,ICFP,ICFP,2023,0.3333333333333333,1,0.3333333333333333,0.0,2.0,6.0,33.33333333333333,0.0
ondrejlhotak|OOPSLA|2019,ondrejlhotak,Ondřej Lhoták,OOPSLA,OOPSLA,2019,0.6785714285714286,1,0.5,-0.1785714285714286,11.0,22.0,50.0,-17.85714285714286
orilahav|PLDI|2023,orilahav,Ori Lahav,PLDI,PLDI 2021 onward,2023,0.42592592592592593,1,0.4727272727272727,0.04680134680134679,26.0,55.0,47.27272727272727,4.680134680134679
orneladardha|ICFP|2022,orneladardha,Ornela Dardha,ICFP,ICFP,2022,0.0,1,0.5,0.5,5.0,10.0,50.0,50.0
orneladardha|POPL|2023,orneladardha,Ornela Dardha,POPL,POPL,2023,0.0,1,0.35714285714285715,0.35714285714285715,5.0,14.0,35.714285714285715,35.714285714285715
osbertbastani|POPL|2020,osbertbastani,Osbert Bastani,POPL,POPL,2020,0.0,1,0.2727272727272727,0.2727272727272727,3.0,11.0,27.27272727272727,27.27272727272727
owolabilegunsen|PLDI|2023,owolabilegunsen,Owolabi Legunsen,PLDI,PLDI 2021 onward,2023,0.0,1,1.0,1.0,2.0,2.0,100.0,100.0
paroshazizabdulla|PLDI|2023,paroshazizabdulla,Parosh Aziz Abdulla,PLDI,PLDI 2021 onward,2023,0.3103448275862069,1,0.4,0.08965517241379312,12.0,30.0,40.0,8.965517241379311
paroshazizabdulla|POPL|2021,paroshazizabdulla,Parosh Aziz Abdulla,POPL,POPL,2021,0.35294117647058826,1,0.4482758620689655,0.09533468559837727,13.0,29.0,44.827586206896555,9.533468559837727
patricegodefroid|PLDI|2020,patricegodefroid,Patrice Godefroid,PLDI,PLDI before 2021,2020,0.07894736842105263,1,0.36,0.28105263157894733,9.0,25.0,36.0,28.105263157894733
patrikjansson|ICFP|2023,patrikjansson,Patrik Jansson,ICFP,ICFP,2023,0.25,1,0.5,0.25,2.0,4.0,50.0,25.0
pauldownen|ICFP|2023,pauldownen,Paul Downen,ICFP,ICFP,2023,1.0,1,0.0,-1.0,0.0,1.0,0.0,-100.0
pavelpanchekha|PLDI|2021,pavelpanchekha,Pavel Panchekha,PLDI,PLDI 2021 onward,2021,0.1875,1,0.29411764705882354,0.10661764705882354,5.0,17.0,29.411764705882355,10.661764705882353
pavolbielik|PLDI|2021,pavolbielik,Pavol Bielik,PLDI,PLDI 2021 onward,2021,0.14285714285714285,1,0.5,0.35714285714285715,2.0,4.0,50.0,35.714285714285715
peisenyao|PLDI|2023,peisenyao,Peisen Yao,PLDI,PLDI 2021 onward,2023,1.0,1,0.2,-0.8,1.0,5.0,20.0,-80.0
petartsankov|PLDI|2020,petartsankov,Petar Tsankov,PLDI,PLDI before 2021,2020,1.0,1,0.6153846153846154,-0.3846153846153846,16.0,26.0,61.53846153846154,-38.46153846153846
peterthiemann|POPL|2020,peterthiemann,Peter Thiemann,POPL,POPL,2020,0.35714285714285715,1,0.7857142857142857,0.42857142857142855,11.0,14.0,78.57142857142857,42.857142857142854
pierregeneves|PLDI|2023,pierregeneves,Pierre Geneves,PLDI,PLDI 2021 onward,2023,,0,1.0,,1.0,1.0,100.0,
pierreyvesstrub|ICFP|2019,pierreyvesstrub,Pierre-Yves Strub,ICFP,ICFP,2019,0.8,1,0.2653061224489796,-0.5346938775510204,13.0,49.0,26.53061224489796,-53.46938775510204
pierreyvesstrub|POPL|2020,pierreyvesstrub,Pierre-Yves Strub,POPL,POPL,2020,0.7777777777777778,1,0.5,-0.2777777777777778,15.0,30.0,50.0,-27.77777777777778
qirunzhang|POPL|2022,qirunzhang,Qirun Zhang,POPL,POPL,2022,0.0,1,0.35,0.35,7.0,20.0,35.0,35.0
radhajagadeesan|POPL|2020,radhajagadeesan,Radha Jagadeesan,POPL,POPL,2020,0.4,1,0.375,-0.025000000000000022,3.0,8.0,37.5,-2.500000000000002
raghuprabhakar|PLDI|2022,raghuprabhakar,Raghu Prabhakar,PLDI,PLDI 2021 onward,2022,1.0,1,,,0.0,0.0,,
ralfhinze|POPL|2022,ralfhinze,Ralf Hinze,POPL,POPL,2022,0.3333333333333333,1,0.14285714285714285,-0.19047619047619047,2.0,14.0,14.285714285714285,-19.047619047619047
ralfjung|PLDI|2022,ralfjung,Ralf Jung,PLDI,PLDI 2021 onward,2022,0.13846153846153847,1,0.3058823529411765,0.16742081447963802,26.0,85.0,30.58823529411765,16.742081447963802
ralfjung|POPL|2023,ralfjung,Ralf Jung,POPL,POPL,2023,0.33707865168539325,1,0.2,-0.13707865168539324,19.0,95.0,20.0,-13.707865168539325
ranjitjhala|POPL|2022,ranjitjhala,Ranjit Jhala,POPL,POPL,2022,0.21311475409836064,1,0.4,0.18688524590163938,18.0,45.0,40.0,18.688524590163937
rastislavbodik|PLDI|2023,rastislavbodik,Rastislav Bodík,PLDI,PLDI 2021 onward,2023,0.42990654205607476,1,0.35714285714285715,-0.07276368491321761,25.0,70.0,35.714285714285715,-7.276368491321761
rastislavbodik|POPL|2020,rastislavbodik,Rastislav Bodík,POPL,POPL,2020,0.3291139240506329,1,0.2184873949579832,-0.1106265290926497,26.0,119.0,21.84873949579832,-11.062652909264969
ravichugh|POPL|2021,ravichugh,Ravi Chugh,POPL,POPL,2021,0.5,1,0.125,-0.375,1.0,8.0,12.5,-37.5
rishabhsingh|POPL|2021,rishabhsingh,Rishabh Singh,POPL,POPL,2021,0.05128205128205128,1,0.12,0.06871794871794872,6.0,50.0,12.0,6.871794871794871
rishiyurnikhil|ICFP|2021,rishiyurnikhil,Rishiyur Nikhil,ICFP,ICFP,2021,,0,0.6,,3.0,5.0,60.0,
robbertkrebbers|PLDI|2023,robbertkrebbers,Robbert Krebbers,PLDI,PLDI 2021 onward,2023,0.29292929292929293,1,0.2672413793103448,-0.02568791361894812,31.0,116.0,26.72413793103448,-2.568791361894812
robbyfindler|POPL|2023,robbyfindler,Robert Bruce Findler,POPL,POPL,2023,0.3448275862068966,1,0.03571428571428571,-0.3091133004926109,1.0,28.0,3.571428571428571,-30.91133004926109
ronaldgarcia|OOPSLA|2019,ronaldgarcia,Ronald Garcia,OOPSLA,OOPSLA,2019,0.3125,1,0.03571428571428571,-0.2767857142857143,1.0,28.0,3.571428571428571,-27.67857142857143
ronghuigu|POPL|2022,ronghuigu,Ronghui Gu,POPL,POPL,2022,0.4090909090909091,1,0.4146341463414634,0.005543237250554278,17.0,41.0,41.46341463414634,0.5543237250554278
roopshasamanta|POPL|2020,roopshasamanta,Roopsha Samanta,POPL,POPL,2020,0.0,1,0.0,0.0,0.0,3.0,0.0,0.0
rosstate|OOPSLA|2019,rosstate,Ross Tate,OOPSLA,OOPSLA,2019,1.0,1,0.5,-0.5,4.0,8.0,50.0,-50.0
rupakmajumdar|POPL|2021,rupakmajumdar,Rupak Majumdar,POPL,POPL,2021,0.18181818181818182,1,0.38235294117647056,0.20053475935828874,13.0,34.0,38.23529411764706,20.053475935828875
saeedmaleki|PLDI|2022,saeedmaleki,Saeed Maleki,PLDI,PLDI 2021 onward,2022,0.5,1,,,0.0,0.0,,
samlindley|POPL|2020,samlindley,Sam Lindley,POPL,POPL,2020,0.375,1,0.1590909090909091,-0.2159090909090909,7.0,44.0,15.909090909090908,-21.59090909090909
samstaton|ICFP|2019,samstaton,Sam Staton,ICFP,ICFP,2019,1.0,1,0.17647058823529413,-0.8235294117647058,3.0,17.0,17.647058823529413,-82.35294117647058
samstaton|POPL|2022,samstaton,Sam Staton,POPL,POPL,2022,0.7407407407407407,1,0.5714285714285714,-0.1693121693121693,12.0,21.0,57.14285714285714,-16.93121693121693
sandeepdasgupta|PLDI|2021,sandeepdasgupta,Sandeep Dasgupta,PLDI,PLDI 2021 onward,2021,,0,0.5,,1.0,2.0,50.0,
santiagozanellabeguelin|POPL|2021,santiagozanellabeguelin,Santiago Zanella-Béguelin,POPL,POPL,2021,0.2,1,0.125,-0.07500000000000001,2.0,16.0,12.5,-7.500000000000001
saraachour|OOPSLA|2019,saraachour,Sara Achour,OOPSLA,OOPSLA,2019,0.0,1,0.6666666666666666,0.6666666666666666,2.0,3.0,66.66666666666666,66.66666666666666
saswatpadhi|PLDI|2021,saswatpadhi,Saswat Padhi,PLDI,PLDI 2021 onward,2021,0.6666666666666666,1,0.3333333333333333,-0.3333333333333333,1.0,3.0,33.33333333333333,-33.33333333333333
satishnarayanasamy|PLDI|2022,satishnarayanasamy,Satish Narayanasamy,PLDI,PLDI 2021 onward,2022,0.5263157894736842,1,0.5555555555555556,0.0292397660818714,5.0,9.0,55.55555555555556,2.92397660818714
saumyadebray|PLDI|2021,saumyadebray,Saumya Debray,PLDI,PLDI 2021 onward,2021,0.0,1,,,0.0,0.0,,
sauravmuralidharan|PLDI|2021,sauravmuralidharan,Saurav Muralidharan,PLDI,PLDI 2021 onward,2021,,0,,,0.0,0.0,,
seanmoss|ICFP|2023,seanmoss,Sean Moss,ICFP,ICFP,2023,0.5,1,0.0,-0.5,0.0,3.0,0.0,-50.0
seantreichler|PLDI|2022,seantreichler,Sean Treichler,PLDI,PLDI 2021 onward,2022,0.0,1,0.75,0.75,3.0,4.0,75.0,75.0
sebastianburckhardt|PLDI|2020,sebastianburckhardt,Sebastian Burckhardt,PLDI,PLDI before 2021,2020,0.41935483870967744,1,0.28,-0.1393548387096774,7.0,25.0,28.000000000000004,-13.93548387096774
sebastianerdweg|ICFP|2023,sebastianerdweg,Sebastian Erdweg,ICFP,ICFP,2023,0.0,1,0.2631578947368421,0.2631578947368421,5.0,19.0,26.31578947368421,26.31578947368421
sebastianerdweg|OOPSLA|2019,sebastianerdweg,Sebastian Erdweg,OOPSLA,OOPSLA,2019,0.5555555555555556,1,0.5,-0.05555555555555558,4.0,8.0,50.0,-5.555555555555558
sebastianhack|PLDI|2021,sebastianhack,Sebastian Hack,PLDI,PLDI 2021 onward,2021,0.5,1,0.3,-0.2,3.0,10.0,30.0,-20.0
shinyakatsumata|POPL|2022,shinyakatsumata,Shin-ya Katsumata,POPL,POPL,2022,0.5,1,0.4074074074074074,-0.09259259259259262,11.0,27.0,40.74074074074074,-9.259259259259261
shriramkrishnamurthi|PLDI|2019,shriramkrishnamurthi,Shriram Krishnamurthi,PLDI,PLDI before 2021,2019,0.041666666666666664,1,0.25,0.20833333333333334,2.0,8.0,25.0,20.833333333333336
shumochu|PLDI|2022,shumochu,Shumo Chu,PLDI,PLDI 2021 onward,2022,0.0,1,0.0,0.0,0.0,3.0,0.0,0.0
shuvendulahiri|POPL|2020,shuvendulahiri,Shuvendu K. Lahiri,POPL,POPL,2020,0.3157894736842105,1,0.42857142857142855,0.11278195488721804,6.0,14.0,42.857142857142854,11.278195488721805
