referenced_work_id,fetch_status,has_work,n_authorships,publication_year
W2088721436,fetched_singleton,True,3,1996.0
W2088724124,fetched_singleton,True,4,2013.0
W2088727885,fetched_singleton,True,6,2015.0
W2088735483,fetched_singleton,True,1,1975.0
W2088772524,fetched_singleton,True,9,2010.0
W2088775661,fetched_singleton,True,2,1990.0
W2088821694,fetched_singleton,True,3,2008.0
W2088840230,fetched_singleton,True,6,2014.0
W2088846354,not_found,False,0,
W2088862781,fetched_singleton,True,1,1985.0
W2088865280,fetched_singleton,True,1,2013.0
W2088881461,fetched_singleton,True,1,2012.0
W2088923183,fetched_singleton,True,2,2007.0
W2088941870,fetched_singleton,True,2,1993.0
W2088958550,fetched_singleton,True,3,2014.0
W2088960431,fetched_singleton,True,1,1973.0
W2088962847,fetched_singleton,True,2,2005.0
W2088982170,fetched_singleton,True,3,1993.0
W2088989316,fetched_singleton,True,1,1995.0
W2089003125,fetched_singleton,True,2,2001.0
W2089010774,fetched_singleton,True,2,2008.0
W2089042876,fetched_singleton,True,3,1985.0
W2089064856,fetched_singleton,True,3,2010.0
W2089064888,fetched_singleton,True,3,2011.0
W2089070459,fetched_singleton,True,2,2011.0
W2089102058,not_found,False,0,
W2089107726,fetched_singleton,True,2,1964.0
W2089118314,fetched_singleton,True,3,2014.0
W2089131124,fetched_singleton,True,8,1998.0
W2089139117,fetched_singleton,True,2,2001.0
W2089141034,fetched_singleton,True,5,2015.0
W2089209412,fetched_singleton,True,3,1992.0
W2089236668,fetched_singleton,True,1,1967.0
W2089237839,fetched_singleton,True,2,2010.0
W2089241138,fetched_singleton,True,1,1989.0
W2089242324,fetched_singleton,True,5,2003.0
W2089243009,fetched_singleton,True,4,2014.0
W2089262705,fetched_singleton,True,1,1982.0
W2089294198,fetched_singleton,True,2,1995.0
W2089325110,fetched_singleton,True,2,2003.0
W2089340591,fetched_singleton,True,2,2010.0
W2089347259,fetched_singleton,True,3,2012.0
W2089363549,fetched_singleton,True,3,2006.0
W2089380104,fetched_singleton,True,3,2015.0
W2089385274,fetched_singleton,True,4,1991.0
W2089409100,fetched_singleton,True,3,2009.0
W2089417393,fetched_singleton,True,4,1977.0
W2089424085,fetched_singleton,True,4,1999.0
W2089437293,fetched_singleton,True,1,1978.0
W2089442854,fetched_singleton,True,1,1967.0
W2089443777,fetched_singleton,True,3,2010.0
W2089507241,fetched_singleton,True,4,2002.0
W2089522440,fetched_singleton,True,3,2015.0
W2089540019,fetched_singleton,True,22,2015.0
W2089549471,fetched_singleton,True,2,2002.0
W2089561656,fetched_singleton,True,2,2002.0
W2089565009,fetched_singleton,True,3,2011.0
W2089575561,fetched_singleton,True,1,2013.0
W2089579946,fetched_singleton,True,1,1994.0
W2089589666,fetched_singleton,True,2,2000.0
W2089592764,fetched_singleton,True,6,2013.0
W2089656010,fetched_singleton,True,1,1947.0
W2089666999,fetched_singleton,True,1,1968.0
W2089672258,fetched_singleton,True,5,2015.0
W2089674328,fetched_singleton,True,3,1985.0
W2089687468,fetched_singleton,True,2,1999.0
W2089704981,fetched_singleton,True,2,2009.0
W2089745089,fetched_singleton,True,3,2007.0
W2089775579,fetched_singleton,True,4,2014.0
W2089805963,fetched_singleton,True,3,2015.0
W2089898007,fetched_singleton,True,1,2011.0
W2089910927,fetched_singleton,True,2,2009.0
W2089967467,fetched_singleton,True,3,2014.0
W2090021115,fetched_singleton,True,1,1983.0
W2090031221,fetched_singleton,True,2,2015.0
W2090036644,fetched_singleton,True,2,1991.0
W2090046646,fetched_singleton,True,1,1996.0
W2090064527,fetched_singleton,True,3,2012.0
W2090066236,fetched_singleton,True,4,2013.0
W2090068045,fetched_singleton,True,6,2000.0
W2090100767,fetched_singleton,True,4,2011.0
W2090106217,fetched_singleton,True,3,1997.0
W2090111344,fetched_singleton,True,3,2013.0
W2090121147,fetched_singleton,True,3,2005.0
W2090136295,fetched_singleton,True,5,2012.0
W2090168101,fetched_singleton,True,1,1976.0
W2090168620,fetched_singleton,True,1,1998.0
W2090180613,fetched_singleton,True,2,2010.0
W2090190027,fetched_singleton,True,1,1949.0
W2090204040,fetched_singleton,True,4,2015.0
W2090220859,fetched_singleton,True,1,1988.0
W2090236154,fetched_singleton,True,3,2014.0
W2090236590,fetched_singleton,True,1,2004.0
W2090247159,fetched_singleton,True,2,1981.0
W2090266317,fetched_singleton,True,7,2008.0
W2090319048,fetched_singleton,True,2,2003.0
W2090322880,fetched_singleton,True,2,1949.0
W2090330503,fetched_singleton,True,4,2013.0
W2090401819,fetched_singleton,True,1,2008.0
W2090409324,fetched_singleton,True,3,2007.0
W2090415524,fetched_singleton,True,3,1986.0
W2090435472,fetched_singleton,True,1,1994.0
W2090438868,fetched_singleton,True,3,1996.0
W2090462187,fetched_singleton,True,1,1993.0
W2090483038,fetched_singleton,True,2,2012.0
W2090496119,fetched_singleton,True,2,1997.0
W2090504951,fetched_singleton,True,1,1999.0
W2090532555,fetched_singleton,True,2,2014.0
W2090533273,fetched_singleton,True,3,2013.0
W2090547808,fetched_singleton,True,3,2014.0
W2090551028,fetched_singleton,True,1,1983.0
W2090554354,fetched_singleton,True,4,2015.0
W2090587238,not_found,False,0,
W2090590416,fetched_singleton,True,2,2007.0
W2090596673,fetched_singleton,True,1,1974.0
W2090601235,fetched_singleton,True,2,2013.0
W2090634299,fetched_singleton,True,1,1993.0
W2090639318,fetched_singleton,True,1,1990.0
W2090655269,fetched_singleton,True,2,2014.0
W2090663022,fetched_singleton,True,2,1998.0
W2090737979,fetched_singleton,True,3,1996.0
W2090746009,fetched_singleton,True,2,2009.0
W2090759054,fetched_singleton,True,5,2012.0
W2090768444,fetched_singleton,True,2,1995.0
W2090777457,fetched_singleton,True,2,2015.0
W2090781610,fetched_singleton,True,1,2013.0
W2090790829,fetched_singleton,True,1,1983.0
W2090822559,fetched_singleton,True,6,2014.0
W2090828855,fetched_singleton,True,4,2014.0
W2090839137,fetched_singleton,True,1,2001.0
W2090850279,fetched_singleton,True,4,2012.0
W2090855107,fetched_singleton,True,2,2000.0
W2090901599,fetched_singleton,True,2,1996.0
W2090902997,fetched_singleton,True,5,2012.0
W2090907135,fetched_singleton,True,4,2014.0
W2090912424,fetched_singleton,True,2,2013.0
W2090921231,fetched_singleton,True,2,1971.0
W2090924529,fetched_singleton,True,4,2012.0
W2090975578,fetched_singleton,True,2,2011.0
W2090981365,fetched_singleton,True,1,2004.0
W2090992322,fetched_singleton,True,1,2013.0
W2090994050,fetched_singleton,True,1,1993.0
W2091004544,fetched_singleton,True,2,1990.0
W2091015169,fetched_singleton,True,4,2013.0
W2091027967,fetched_singleton,True,2,2007.0
W2091045890,fetched_singleton,True,2,1991.0
W2091071527,fetched_singleton,True,1,1992.0
W2091085450,fetched_singleton,True,3,2005.0
W2091090133,fetched_singleton,True,3,2013.0
W2091092523,fetched_singleton,True,4,2013.0
W2091121811,fetched_singleton,True,2,2002.0
W2091138079,fetched_singleton,True,3,1998.0
W2091138122,fetched_singleton,True,3,2011.0
W2091158003,fetched_singleton,True,2,1987.0
W2091188761,fetched_singleton,True,3,1983.0
W2091210577,fetched_singleton,True,1,1985.0
W2091228796,fetched_singleton,True,6,2012.0
W2091232155,fetched_singleton,True,3,2014.0
W2091300745,fetched_singleton,True,1,2008.0
W209133351,fetched_singleton,True,7,2014.0
W2091335641,fetched_singleton,True,5,2014.0
W2091345373,fetched_singleton,True,1,2010.0
W2091385303,fetched_singleton,True,4,2013.0
W2091416827,fetched_singleton,True,1,1983.0
W2091470061,fetched_singleton,True,1,2014.0
W2091543666,fetched_singleton,True,5,2011.0
W2091581695,fetched_singleton,True,2,2009.0
W2091589449,fetched_singleton,True,8,2014.0
W2091590079,fetched_singleton,True,2,1996.0
W2091594042,not_found,False,0,
W2091621003,fetched_singleton,True,3,2013.0
W2091631741,fetched_singleton,True,2,1988.0
W2091642429,fetched_singleton,True,3,2014.0
W2091657052,fetched_singleton,True,1,2011.0
W2091694893,fetched_singleton,True,2,2002.0
W2091712774,fetched_singleton,True,2,2007.0
W2091722458,fetched_singleton,True,3,1995.0
W2091723900,fetched_singleton,True,4,2013.0
W2091724319,fetched_singleton,True,3,2009.0
W2091731831,fetched_singleton,True,3,2007.0
W2091762291,fetched_singleton,True,1,1992.0
W2091768885,fetched_singleton,True,1,1993.0
W2091776255,fetched_singleton,True,8,2015.0
W2091779700,fetched_singleton,True,2,2011.0
W2091780332,fetched_singleton,True,1,1997.0
W2091780923,fetched_singleton,True,3,2013.0
W2091782827,fetched_singleton,True,5,1996.0
W2091815328,fetched_singleton,True,7,2014.0
W2091859505,fetched_singleton,True,6,2014.0
W2091860746,fetched_singleton,True,2,2009.0
W2091879780,fetched_singleton,True,3,2013.0
W2091883426,fetched_singleton,True,5,2015.0
W2091908315,fetched_singleton,True,3,2012.0
W2091909330,fetched_singleton,True,2,1994.0
W2091917610,fetched_singleton,True,2,1994.0
W2091921395,fetched_singleton,True,1,1994.0
W2091932246,fetched_singleton,True,3,2013.0
W2091939412,fetched_singleton,True,2,2013.0
W2091941856,fetched_singleton,True,4,2004.0
W2091980304,fetched_singleton,True,9,2013.0
W2092028234,fetched_singleton,True,2,2014.0
W2092048723,fetched_singleton,True,3,2012.0
W2092086844,fetched_singleton,True,5,2012.0
W2092105345,fetched_singleton,True,4,1998.0
W2092107726,fetched_singleton,True,4,2010.0
W2092112509,fetched_singleton,True,2,2003.0
W2092120865,fetched_singleton,True,1,2012.0
W2092137580,fetched_singleton,True,3,2013.0
W2092231696,fetched_singleton,True,6,2013.0
W2092233450,fetched_singleton,True,3,1988.0
W2092234164,fetched_singleton,True,2,2001.0
W2092268590,fetched_singleton,True,2,2008.0
W2092275508,fetched_singleton,True,2,1972.0
W2092282367,fetched_singleton,True,1,1993.0
W2092284332,fetched_singleton,True,3,2015.0
W2092311766,fetched_singleton,True,5,1994.0
W2092341760,fetched_singleton,True,3,1956.0
W2092349198,fetched_singleton,True,5,2012.0
W2092351491,fetched_singleton,True,2,2006.0
W2092367588,fetched_singleton,True,1,1996.0
W2092378729,fetched_singleton,True,2,2007.0
W2092382400,fetched_singleton,True,2,2001.0
W2092408876,fetched_singleton,True,2,1997.0
W2092422002,fetched_singleton,True,1,1982.0
W2092467549,fetched_singleton,True,1,1996.0
W2092471931,fetched_singleton,True,4,2007.0
W2092480242,fetched_singleton,True,5,2012.0
W2092483417,fetched_singleton,True,3,1990.0
W2092488511,fetched_singleton,True,3,2014.0
W2092527610,fetched_singleton,True,2,2002.0
W2092534351,fetched_singleton,True,2,2014.0
W2092546644,fetched_singleton,True,2,2015.0
W2092554941,fetched_singleton,True,1,2011.0
W2092622802,fetched_singleton,True,4,2010.0
W2092632814,fetched_singleton,True,1,1995.0
W2092640107,fetched_singleton,True,3,2008.0
W2092712084,fetched_singleton,True,1,2012.0
W2092718098,fetched_singleton,True,1,2011.0
W2092742242,fetched_singleton,True,2,2009.0
W2092795460,fetched_singleton,True,2,2011.0
W2092797289,fetched_singleton,True,3,2015.0
W2092860912,fetched_singleton,True,2,1986.0
W2092883204,fetched_singleton,True,1,2005.0
W2092889191,fetched_singleton,True,5,2012.0
W2092911542,fetched_singleton,True,2,1995.0
W2092939357,fetched_singleton,True,3,2004.0
W2092952058,fetched_singleton,True,3,1996.0
W2092954762,fetched_singleton,True,1,1985.0
W2092955140,fetched_singleton,True,2,2002.0
W2092977061,fetched_singleton,True,1,1984.0
W2092993939,fetched_singleton,True,1,1995.0
W2093001979,fetched_singleton,True,3,2015.0
W2093009437,fetched_singleton,True,2,1995.0
W2093017666,fetched_singleton,True,1,1976.0
W2093036100,fetched_singleton,True,1,2001.0
W2093043622,fetched_singleton,True,7,2013.0
W2093053744,fetched_singleton,True,3,2013.0
W2093058647,fetched_singleton,True,1,2006.0
W2093080079,fetched_singleton,True,1,1998.0
W2093088761,fetched_singleton,True,5,2011.0
W2093092438,fetched_singleton,True,1,1969.0
W2093094052,fetched_singleton,True,2,2007.0
W2093111544,fetched_singleton,True,4,1991.0
W2093118457,fetched_singleton,True,4,2008.0
W2093127332,fetched_singleton,True,3,2015.0
W2093135480,fetched_singleton,True,1,2003.0
W2093162068,fetched_singleton,True,1,1983.0
W2093184382,fetched_singleton,True,1,1998.0
W2093189971,fetched_singleton,True,2,1992.0
W2093198767,fetched_singleton,True,3,2015.0
W2093200590,fetched_singleton,True,3,2014.0
W2093213895,fetched_singleton,True,2,2015.0
W2093223772,fetched_singleton,True,2,1998.0
W2093312379,not_found,False,0,
W2093334386,fetched_singleton,True,2,1994.0
W2093356672,fetched_singleton,True,2,1996.0
W2093357278,fetched_singleton,True,2,2006.0
W2093397547,fetched_singleton,True,2,2002.0
W2093400716,fetched_singleton,True,2,2015.0
W2093405062,fetched_singleton,True,1,1942.0
W2093495548,fetched_singleton,True,14,2011.0
W2093512350,fetched_singleton,True,3,2013.0
W2093535699,fetched_singleton,True,3,2015.0
W2093541252,fetched_singleton,True,1,2006.0
W2093561140,fetched_singleton,True,2,2006.0
W2093617300,fetched_singleton,True,1,2006.0
W2093625126,fetched_singleton,True,2,2015.0
W2093678838,fetched_singleton,True,1,2006.0
W2093679906,fetched_singleton,True,3,2014.0
W2093695603,fetched_singleton,True,1,1978.0
W2093708648,fetched_singleton,True,7,2010.0
W2093709900,fetched_singleton,True,0,1996.0
W2093737074,fetched_singleton,True,2,2007.0
W2093753124,fetched_singleton,True,3,2015.0
W2093755302,fetched_singleton,True,3,2013.0
W2093760065,fetched_singleton,True,5,2000.0
W2093774709,fetched_singleton,True,1,2008.0
W2093793584,fetched_singleton,True,16,1981.0
W2093826418,fetched_singleton,True,11,2008.0
W2093839434,fetched_singleton,True,1,2014.0
W2093843662,fetched_singleton,True,2,2013.0
W2093848332,fetched_singleton,True,2,2014.0
W2093850840,fetched_singleton,True,2,2007.0
W2093852121,fetched_singleton,True,1,1989.0
W2093861610,fetched_singleton,True,5,2011.0
W2093896470,fetched_singleton,True,2,2003.0
W2093914811,fetched_singleton,True,1,2014.0
W2093916942,fetched_singleton,True,2,1991.0
W2093922742,fetched_singleton,True,3,2015.0
W2093927510,fetched_singleton,True,3,2015.0
W2093931624,fetched_singleton,True,2,2010.0
W2093938715,fetched_singleton,True,2,2008.0
W2093962471,not_found,False,0,
W2093972903,fetched_singleton,True,7,2012.0
W2093989381,fetched_singleton,True,4,2011.0
W2093995600,fetched_singleton,True,5,2012.0
W2094013177,fetched_singleton,True,2,1992.0
W2094079142,fetched_singleton,True,2,2004.0
W2094079428,fetched_singleton,True,3,1998.0
W2094080019,fetched_singleton,True,4,2002.0
W2094090625,fetched_singleton,True,1,2014.0
W2094154930,fetched_singleton,True,4,2009.0
W2094159214,fetched_singleton,True,1,1971.0
W2094159483,fetched_singleton,True,1,1975.0
W2094160561,fetched_singleton,True,3,2006.0
W2094171110,fetched_singleton,True,2,1992.0
W2094174039,fetched_singleton,True,3,1997.0
W2094190665,fetched_singleton,True,6,2011.0
W2094191591,fetched_singleton,True,4,2015.0
W2094214855,fetched_singleton,True,2,2013.0
W2094222793,fetched_singleton,True,5,2006.0
W2094224753,fetched_singleton,True,2,1983.0
W2094258292,fetched_singleton,True,4,2013.0
W2094269821,fetched_singleton,True,9,2013.0
W2094283151,fetched_singleton,True,3,1975.0
W2094342038,fetched_singleton,True,3,2010.0
W2094382938,fetched_singleton,True,3,1975.0
W2094414831,fetched_singleton,True,1,1949.0
W2094439101,fetched_singleton,True,2,1995.0
W2094449661,fetched_singleton,True,4,1998.0
W2094455839,fetched_singleton,True,2,2000.0
W2094462028,fetched_singleton,True,3,2013.0
W2094516550,fetched_singleton,True,3,1993.0
W2094518278,fetched_singleton,True,1,1969.0
W2094542090,fetched_singleton,True,2,1993.0
W2094542439,fetched_singleton,True,2,1963.0
W2094544397,fetched_singleton,True,1,2004.0
W2094545983,fetched_singleton,True,5,2011.0
W2094567862,fetched_singleton,True,3,2010.0
W2094568767,fetched_singleton,True,6,2010.0
W2094571689,fetched_singleton,True,6,2013.0
W2094580572,fetched_singleton,True,1,1992.0
W2094619820,fetched_singleton,True,7,2015.0
W2094625687,fetched_singleton,True,2,1989.0
W2094631165,fetched_singleton,True,1,1993.0
W2094647969,fetched_singleton,True,3,2015.0
W2094685149,fetched_singleton,True,2,1994.0
W2094694891,fetched_singleton,True,5,2011.0
W2094712524,fetched_singleton,True,5,2011.0
W2094716892,fetched_singleton,True,4,2015.0
W2094722168,fetched_singleton,True,3,2013.0
W2094755621,fetched_singleton,True,6,2002.0
W2094771270,fetched_singleton,True,1,2005.0
W2094810043,fetched_singleton,True,2,2005.0
W2094818741,fetched_singleton,True,1,1992.0
W2094819373,fetched_singleton,True,7,2012.0
W2094855848,fetched_singleton,True,3,1993.0
W2094864311,fetched_singleton,True,3,1987.0
W2094873755,fetched_singleton,True,1,1976.0
W2094878426,fetched_singleton,True,10,2013.0
W2094908058,fetched_singleton,True,3,2008.0
W2094912129,fetched_singleton,True,1,1966.0
W2094944943,fetched_singleton,True,3,1995.0
W2094945667,fetched_singleton,True,3,1980.0
W2094969361,fetched_singleton,True,1,1972.0
W2094983564,fetched_singleton,True,3,2015.0
W2094985106,fetched_singleton,True,1,1996.0
W2094997043,fetched_singleton,True,4,2012.0
W2095027325,fetched_singleton,True,1,1962.0
W2095035380,fetched_singleton,True,1,1970.0
W2095056536,fetched_singleton,True,3,2014.0
W2095063920,fetched_singleton,True,2,2002.0
W2095064458,fetched_singleton,True,1,1994.0
W2095073910,fetched_singleton,True,6,2004.0
W2095093991,not_found,False,0,
W2095115578,fetched_singleton,True,1,2000.0
W2095117703,not_found,False,0,
W2095135670,fetched_singleton,True,1,2000.0
W2095136535,fetched_singleton,True,4,1996.0
W2095144546,fetched_singleton,True,3,2004.0
W2095180577,fetched_singleton,True,2,2008.0
W2095182415,fetched_singleton,True,1,1980.0
W2095212728,fetched_singleton,True,2,2007.0
W2095218779,fetched_singleton,True,6,2014.0
W2095219623,fetched_singleton,True,2,1993.0
W2095223744,fetched_singleton,True,3,2010.0
W2095249664,fetched_singleton,True,2,2014.0
W2095258606,fetched_singleton,True,6,2011.0
W2095258827,fetched_singleton,True,2,2015.0
W2095271291,fetched_singleton,True,1,2009.0
W2095274657,fetched_singleton,True,5,2015.0
W2095279729,fetched_singleton,True,3,2012.0
W2095297105,fetched_singleton,True,2,2014.0
W2095377417,fetched_singleton,True,10,2010.0
W2095389035,fetched_singleton,True,2,1991.0
W2095390121,fetched_singleton,True,2,1994.0
W2095407217,fetched_singleton,True,3,2013.0
W2095414659,fetched_singleton,True,1,1969.0
W2095430211,fetched_singleton,True,4,2010.0
W2095445208,fetched_singleton,True,3,2015.0
W2095450067,fetched_singleton,True,4,2012.0
W2095450548,fetched_singleton,True,1,1971.0
W2095451697,fetched_singleton,True,2,2002.0
W2095469619,fetched_singleton,True,2,1991.0
W2095473724,fetched_singleton,True,3,2013.0
W2095496535,fetched_singleton,True,2,2004.0
W2095507327,fetched_singleton,True,3,2015.0
W2095551048,fetched_singleton,True,4,2011.0
W2095551467,fetched_singleton,True,3,2012.0
W2095558030,fetched_singleton,True,1,2003.0
W2095566415,fetched_singleton,True,2,2013.0
W2095593431,fetched_singleton,True,3,2010.0
W2095595785,fetched_singleton,True,2,1998.0
W2095602520,fetched_singleton,True,4,2007.0
W2095620890,fetched_singleton,True,3,2009.0
W2095621310,fetched_singleton,True,1,1992.0
W2095621940,fetched_singleton,True,1,2013.0
W2095624220,fetched_singleton,True,1,1997.0
W2095629885,fetched_singleton,True,3,1996.0
W2095631859,fetched_singleton,True,10,2005.0
W2095679548,fetched_singleton,True,2,1996.0
W2095689360,fetched_singleton,True,1,1930.0
W2095693131,fetched_singleton,True,3,2005.0
W2095705004,fetched_singleton,True,5,2014.0
W2095724872,fetched_singleton,True,1,2003.0
W2095747698,fetched_singleton,True,2,2002.0
W2095757617,fetched_singleton,True,5,2009.0
W2095761111,fetched_singleton,True,5,2012.0
W2095761489,fetched_singleton,True,2,2002.0
W2095762545,fetched_singleton,True,1,2005.0
W2095770127,fetched_singleton,True,8,2014.0
W2095778029,fetched_singleton,True,4,2016.0
W2095801487,fetched_singleton,True,3,2008.0
W2095810701,fetched_singleton,True,3,2014.0
W2095816419,fetched_singleton,True,1,2008.0
W2095825766,fetched_singleton,True,8,2007.0
W2095835314,fetched_singleton,True,1,2007.0
W2095836023,fetched_singleton,True,3,2011.0
W2095838677,fetched_singleton,True,3,2011.0
W2095839043,fetched_singleton,True,2,2004.0
W2095839586,fetched_singleton,True,3,2014.0
W2095840868,fetched_singleton,True,3,2004.0
W2095849445,fetched_singleton,True,3,2011.0
W2095850105,fetched_singleton,True,4,2007.0
W2095867533,fetched_singleton,True,2,2011.0
W2095881341,fetched_singleton,True,2,1975.0
W2095902375,fetched_singleton,True,4,2012.0
W2095906375,fetched_singleton,True,2,2002.0
W2095907349,fetched_singleton,True,5,2012.0
W2095932468,fetched_singleton,True,1,2013.0
W2095932826,fetched_singleton,True,2,2012.0
W2095934050,fetched_singleton,True,2,2010.0
W2095938258,fetched_singleton,True,8,2010.0
W2095951614,fetched_singleton,True,4,2007.0
W2095954861,fetched_singleton,True,10,2009.0
W2095995766,fetched_singleton,True,4,2012.0
W2095995891,fetched_singleton,True,2,1987.0
W2096001571,fetched_singleton,True,4,2012.0
W2096004601,fetched_singleton,True,5,2012.0
W2096012235,fetched_singleton,True,3,2003.0
W2096038201,fetched_singleton,True,1,1992.0
W2096039823,fetched_singleton,True,8,1990.0
W2096070062,fetched_singleton,True,2,2002.0
W2096075159,fetched_singleton,True,5,1998.0
W2096081453,fetched_singleton,True,3,2005.0
W2096096565,fetched_singleton,True,4,2010.0
W2096125134,fetched_singleton,True,6,2010.0
W2096146112,fetched_singleton,True,2,2014.0
W2096152098,fetched_singleton,True,1,1997.0
W2096155624,fetched_singleton,True,3,2010.0
W2096161640,fetched_singleton,True,2,2012.0
W2096169751,fetched_singleton,True,3,2006.0
W2096174010,fetched_singleton,True,2,2010.0
W2096176449,fetched_singleton,True,3,2013.0
W2096181137,fetched_singleton,True,3,2014.0
W2096183937,fetched_singleton,True,5,2008.0
W2096189519,fetched_singleton,True,2,2010.0
W2096195836,fetched_singleton,True,3,2011.0
W2096199323,fetched_singleton,True,2,2012.0
W2096210507,fetched_singleton,True,3,2004.0
W2096213702,fetched_singleton,True,2,1999.0
W2096219859,fetched_singleton,True,3,2008.0
W2096224699,fetched_singleton,True,2,2001.0
W2096230959,fetched_singleton,True,4,2005.0
W2096253647,fetched_singleton,True,3,2009.0
W2096274181,fetched_singleton,True,4,2012.0
W2096275913,not_found,False,0,
W2096298657,fetched_singleton,True,1,2008.0
W2096306683,fetched_singleton,True,3,2011.0
W2096307462,fetched_singleton,True,4,2001.0
W2096314727,fetched_singleton,True,2,1997.0
W2096331363,fetched_singleton,True,2,2011.0
W2096339817,fetched_singleton,True,1,2011.0
W2096343842,not_found,False,0,
W2096350480,fetched_singleton,True,3,2005.0
W2096368963,fetched_singleton,True,2,2010.0
W2096371298,fetched_singleton,True,3,2009.0
W2096390054,fetched_singleton,True,1,1985.0
W2096391265,fetched_singleton,True,3,2008.0
W2096403564,fetched_singleton,True,10,2009.0
W2096425305,fetched_singleton,True,7,2009.0
W2096436720,fetched_singleton,True,1,2002.0
W2096449544,fetched_singleton,True,3,2005.0
W2096455207,fetched_singleton,True,2,1999.0
W2096475201,fetched_singleton,True,2,2007.0
W2096483096,fetched_singleton,True,2,2015.0
W2096490078,fetched_singleton,True,4,2011.0
W2096491586,fetched_singleton,True,1,2002.0
W2096498462,fetched_singleton,True,2,2011.0
W2096527448,fetched_singleton,True,2,2010.0
W2096529083,fetched_singleton,True,7,2010.0
W2096533573,fetched_singleton,True,2,2014.0
W2096544401,fetched_singleton,True,6,2012.0
W2096578865,fetched_singleton,True,4,2009.0
W2096584575,fetched_singleton,True,5,2014.0
W2096587139,fetched_singleton,True,2,2000.0
W2096588270,fetched_singleton,True,2,2010.0
W2096606790,fetched_singleton,True,3,1995.0
W2096620062,fetched_singleton,True,1,1980.0
W2096621306,fetched_singleton,True,3,2009.0
W2096650850,fetched_singleton,True,3,2012.0
W2096655151,fetched_singleton,True,2,2002.0
W2096659083,fetched_singleton,True,4,2013.0
W2096666207,fetched_singleton,True,3,2011.0
W2096679454,fetched_singleton,True,3,2006.0
W2096689343,fetched_singleton,True,1,2008.0
W2096692976,fetched_singleton,True,7,2008.0
W2096698236,fetched_singleton,True,2,2008.0
W2096713153,fetched_singleton,True,3,2015.0
W2096729377,fetched_singleton,True,3,2016.0
W2096737591,fetched_singleton,True,5,2014.0
W2096738524,fetched_singleton,True,5,2009.0
W2096757332,fetched_singleton,True,1,2000.0
W2096811399,fetched_singleton,True,5,2009.0
W2096820312,fetched_singleton,True,4,2002.0
W2096830363,fetched_singleton,True,2,2012.0
W2096844271,fetched_singleton,True,1,2008.0
W2096861005,fetched_singleton,True,3,2012.0
W2096862145,fetched_singleton,True,2,2012.0
W2096870293,fetched_singleton,True,1,2009.0
W2096883982,fetched_singleton,True,4,2000.0
W2096885339,fetched_singleton,True,3,2002.0
W2096908381,fetched_singleton,True,3,2010.0
W2096933749,fetched_singleton,True,2,2006.0
W2096936728,fetched_singleton,True,3,2012.0
W2096937604,fetched_singleton,True,1,1998.0
W2096944412,fetched_singleton,True,2,2014.0
W2096959337,fetched_singleton,True,1,2007.0
W2096970061,fetched_singleton,True,3,2008.0
W2096973632,fetched_singleton,True,3,2010.0
W2096973649,fetched_singleton,True,6,1995.0
W2096979215,fetched_singleton,True,2,2001.0
W2096987757,fetched_singleton,True,4,2009.0
W2096990042,fetched_singleton,True,4,1996.0
W2097001189,fetched_singleton,True,5,2011.0
W2097013380,fetched_singleton,True,7,2015.0
W2097033551,fetched_singleton,True,1,1963.0
W2097047741,fetched_singleton,True,2,2008.0
W2097061283,fetched_singleton,True,2,2010.0
W2097061393,fetched_singleton,True,5,2009.0
W2097082781,fetched_singleton,True,2,2007.0
W2097107378,fetched_singleton,True,1,2006.0
W2097117768,fetched_singleton,True,9,2015.0
W2097118641,fetched_singleton,True,4,2014.0
W2097120616,fetched_singleton,True,1,2003.0
W2097145414,fetched_singleton,True,2,2002.0
W2097146584,fetched_singleton,True,3,2009.0
W2097151854,fetched_singleton,True,1,2009.0
W2097153130,fetched_singleton,True,2,2013.0
W2097157641,fetched_singleton,True,2,2014.0
W2097163624,fetched_singleton,True,1,2009.0
W2097166325,fetched_singleton,True,4,1998.0
W2097174266,fetched_singleton,True,8,1987.0
W2097174474,fetched_singleton,True,5,2015.0
W2097211482,fetched_singleton,True,3,1992.0
W2097219246,fetched_singleton,True,3,1996.0
W2097230120,fetched_singleton,True,3,1993.0
W2097243222,fetched_singleton,True,4,2011.0
W2097246321,fetched_singleton,True,2,2010.0
W2097266862,fetched_singleton,True,5,2006.0
W2097272254,fetched_singleton,True,5,2008.0
W2097281451,fetched_singleton,True,4,2006.0
W2097284057,fetched_singleton,True,4,2009.0
W2097284499,fetched_singleton,True,1,2004.0
W2097305086,fetched_singleton,True,3,2008.0
W2097311580,fetched_singleton,True,1,1977.0
W2097321941,fetched_singleton,True,1,2003.0
W2097327552,fetched_singleton,True,1,2002.0
W2097335450,fetched_singleton,True,4,2012.0
W2097365905,fetched_singleton,True,3,2011.0
W2097366413,fetched_singleton,True,2,1994.0
W2097381042,fetched_singleton,True,2,2009.0
W2097412459,fetched_singleton,True,1,1999.0
W2097414162,fetched_singleton,True,2,2005.0
W2097415784,fetched_singleton,True,1,1964.0
W2097444001,fetched_singleton,True,7,2011.0
W2097448496,fetched_singleton,True,2,2002.0
W2097461793,fetched_singleton,True,3,2014.0
W2097465082,fetched_singleton,True,1,1992.0
W2097490912,fetched_singleton,True,2,2007.0
